,Id,Team Name,Conference,Games,Goals,Assists,Points,Shots,SOG,Man-Up G,GB,TO,CT,FO Pct,Pen,Goals Allowed,Saves,Clear Pct,Year
275,197,vmi,SoCon,4,32,13,45,116,69,2,115,68,36,45.0,15,51,47,0.833,2020
276,875,army west point,Patriot,16,225,124,349,746,447,20,506,240,120,53.0,52,179,196,0.862,2022
277,885,bellarmine,ASUN,17,180,109,289,601,354,16,424,316,170,41.0,73,203,198,0.824,2022
278,94,binghamton,America East,14,149,84,233,529,309,11,383,262,103,49.0,45,162,190,0.821,2022
279,169,boston u,Patriot,17,226,139,365,754,429,15,618,319,205,53.0,68,181,208,0.847,2022
280,756,brown,Ivy League,16,211,125,336,730,435,24,456,256,120,49.0,57,185,213,0.882,2022
281,639,bryant,NEC,15,181,100,281,674,403,16,511,285,138,56.0,56,165,196,0.824,2022
282,37,bucknell,Patriot,15,203,126,329,678,421,13,542,242,151,49.0,43,163,166,0.824,2022
283,675,canisius,MAAC,14,128,67,195,529,285,10,396,258,76,48.0,40,204,191,0.78,2022
284,115,cleveland st,ASUN,13,145,89,234,536,315,13,383,222,79,46.0,44,164,184,0.856,2022
285,620,colgate,Patriot,13,125,60,185,492,280,4,336,224,80,54.0,33,151,171,0.816,2022
286,443,cornell,Ivy League,19,247,134,381,815,508,18,659,282,161,47.0,39,212,228,0.844,2022
287,114,dartmouth,Ivy League,13,123,70,193,535,287,11,419,243,96,54.0,50,162,177,0.805,2022
288,825,delaware,CAA,19,255,149,404,807,510,26,568,259,133,46.0,65,205,217,0.887,2022
289,578,denver,Big East,15,206,129,335,688,396,20,421,205,101,56.0,57,172,179,0.883,2022
290,137,detroit mercy,ASUN,11,84,31,115,407,210,10,336,226,72,43.0,44,171,156,0.755,2022
291,561,drexel,CAA,14,167,108,275,525,312,17,411,226,98,38.0,56,188,176,0.875,2022
292,850,duke,ACC,17,262,142,404,751,478,24,588,260,123,55.0,58,190,231,0.855,2022
293,88,fairfield,CAA,14,193,103,296,621,386,22,481,232,119,52.0,54,187,177,0.906,2022
294,224,georgetown,Big East,17,256,147,403,831,505,13,640,255,169,60.0,48,139,216,0.89,2022
295,462,hampton,SoCon,10,47,17,64,219,136,2,220,255,70,42.0,32,209,187,0.678,2022
296,531,harvard,Ivy League,13,171,83,254,535,344,12,437,236,131,40.0,42,159,161,0.814,2022
297,190,high point,SoCon,15,201,109,310,642,401,19,451,226,135,46.0,57,179,176,0.824,2022
298,571,hobart,NEC,13,183,97,280,658,370,18,426,191,113,56.0,42,157,141,0.869,2022
299,678,hofstra,CAA,15,150,72,222,510,296,5,432,262,117,45.0,49,165,182,0.865,2022
300,14,holy cross,Patriot,14,120,73,193,490,270,8,387,280,107,45.0,40,235,193,0.809,2022
301,849,jacksonville,SoCon,17,273,161,434,716,493,22,556,286,176,51.0,57,146,198,0.886,2022
302,785,johns hopkins,Big Ten,16,175,106,281,650,372,17,499,267,122,50.0,39,202,176,0.835,2022
303,649,lafayette,Patriot,15,181,97,278,567,374,18,434,213,110,43.0,42,220,142,0.89,2022
304,943,lehigh,Patriot,15,171,100,271,617,360,15,517,261,128,63.0,52,147,175,0.818,2022
305,899,liu,NEC,15,167,104,271,530,350,19,534,284,111,52.0,68,161,200,0.864,2022
306,527,loyola maryland,Patriot,16,187,126,313,669,390,17,538,248,142,54.0,25,186,172,0.904,2022
307,551,manhattan,MAAC,15,136,64,200,500,293,10,355,202,108,30.0,51,149,159,0.905,2022
308,720,marist,MAAC,15,149,82,231,608,347,18,452,234,134,46.0,48,186,201,0.889,2022
309,686,marquette,Big East,15,157,82,239,600,349,29,445,273,117,58.0,46,193,194,0.867,2022
310,98,maryland,Big Ten,18,318,204,522,814,541,24,670,262,159,64.0,44,162,234,0.894,2022
311,782,massachusetts,CAA,14,166,89,255,577,367,22,460,212,84,58.0,53,157,175,0.88,2022
312,71,mercer,SoCon,15,157,95,252,556,327,14,395,267,100,52.0,53,207,192,0.879,2022
313,128,merrimack,NEC,12,116,70,186,455,287,10,336,191,81,49.0,40,129,164,0.875,2022
314,77,michigan,Big Ten,15,211,129,340,711,440,25,487,231,119,59.0,46,167,186,0.85,2022
315,53,monmouth,MAAC,12,88,50,138,430,241,11,355,206,88,52.0,42,122,165,0.852,2022
316,291,mount st marys,NEC,15,135,76,211,608,331,10,472,293,126,46.0,81,181,190,0.818,2022
317,257,navy,Patriot,15,160,100,260,602,330,16,524,264,116,48.0,38,152,170,0.856,2022
318,55,njit,America East,13,90,52,142,452,243,11,341,274,82,46.0,54,193,185,0.786,2022
319,591,north carolina,ACC,14,162,108,270,624,350,13,427,210,87,52.0,42,180,182,0.862,2022
320,555,notre dame,ACC,12,177,93,270,538,335,21,387,169,107,46.0,37,121,171,0.907,2022
321,889,ohio st,Big Ten,16,218,118,336,655,408,25,522,239,87,59.0,48,186,192,0.867,2022
322,176,penn,Ivy League,16,205,126,331,645,378,23,535,291,121,51.0,55,177,227,0.832,2022
323,285,penn st,Big Ten,14,157,90,247,536,317,17,425,244,101,43.0,52,191,203,0.874,2022
324,502,princeton,Ivy League,16,237,121,358,747,466,19,612,250,159,50.0,63,181,225,0.864,2022
325,358,providence,Big East,14,155,79,234,594,331,18,397,228,89,45.0,38,198,162,0.874,2022
326,477,quinnipiac,MAAC,13,135,70,205,545,318,14,410,228,96,53.0,56,183,173,0.799,2022
327,583,richmond,SoCon,16,224,145,369,694,443,21,521,245,154,52.0,49,161,211,0.857,2022
328,45,robert morris,ASUN,16,207,128,335,625,409,16,467,285,146,52.0,74,202,206,0.881,2022
329,439,rutgers,Big Ten,19,275,150,425,897,545,15,609,253,161,48.0,51,215,247,0.905,2022
330,605,sacred heart,NEC,13,137,84,221,476,288,14,351,211,97,40.0,55,190,182,0.848,2022
331,982,saint josephs,NEC,18,252,136,388,777,472,29,537,289,115,66.0,67,188,201,0.877,2022
332,107,siena,MAAC,15,153,94,247,622,367,19,459,239,117,50.0,51,159,212,0.838,2022
333,335,st bonaventure,MAAC,15,161,100,261,517,326,13,410,252,114,50.0,54,134,262,0.852,2022
334,637,st johns ,Big East,14,125,89,214,477,282,14,319,238,90,36.0,59,257,176,0.838,2022
335,85,stony brook,America East,14,181,91,272,623,365,24,482,233,105,53.0,60,162,165,0.868,2022
336,30,syracuse,ACC,14,187,92,279,661,367,14,491,202,131,58.0,55,206,141,0.858,2022
337,142,towson,CAA,16,180,103,283,659,366,19,474,253,116,44.0,66,191,215,0.886,2022
338,253,ualbany,America East,15,155,105,260,531,313,22,468,281,105,50.0,47,214,159,0.87,2022
339,912,umass lowell,America East,13,129,68,197,561,309,16,371,220,82,51.0,58,193,139,0.782,2022
340,399,umbc,America East,13,138,72,210,473,264,14,393,235,85,51.0,42,131,137,0.844,2022
341,574,utah,ASUN,14,191,123,314,600,361,18,447,216,95,54.0,46,159,145,0.911,2022
342,313,vermont,America East,19,251,159,410,815,492,20,623,300,180,61.0,62,175,210,0.867,2022
343,432,villanova,Big East,15,199,123,322,698,391,30,470,224,137,58.0,43,175,182,0.839,2022
344,978,virginia,ACC,16,248,141,389,749,464,15,610,238,145,56.0,44,191,184,0.888,2022
345,197,vmi,SoCon,15,144,86,230,611,326,16,430,256,138,40.0,35,199,182,0.841,2022
346,875,army west point,Patriot,17,218,112,330,717,429,22,613,278,132,62.0,53,155,186,0.849,2023
347,885,bellarmine,ASUN,17,233,128,361,701,423,15,506,263,129,49.0,65,193,203,0.9,2023
348,94,binghamton,America East,14,187,99,286,596,357,22,444,240,100,56.0,46,164,196,0.855,2023
349,169,boston u,Patriot,14,193,126,319,632,383,28,505,239,169,50.0,52,155,148,0.821,2023
350,756,brown,Ivy League,14,173,99,272,607,337,16,451,251,94,59.0,39,185,182,0.877,2023
351,639,bryant,America East,17,241,125,366,732,455,15,633,292,145,57.0,54,209,199,0.888,2023
352,37,bucknell,Patriot,13,147,91,238,541,321,24,387,227,149,40.0,58,162,146,0.823,2023
353,675,canisius,MAAC,15,155,72,227,554,323,20,462,251,83,48.0,51,206,193,0.844,2023
354,115,cleveland st,ASUN,13,150,85,235,466,296,17,370,234,76,47.0,34,168,165,0.867,2023
355,620,colgate,Patriot,11,122,62,184,422,243,10,336,185,91,51.0,33,132,135,0.827,2023
356,443,cornell,Ivy League,15,222,111,333,665,408,15,550,230,141,50.0,32,169,181,0.897,2023
357,114,dartmouth,Ivy League,12,140,77,217,478,282,16,396,249,109,56.0,35,173,129,0.826,2023
358,825,delaware,CAA,18,265,148,413,777,477,26,559,248,166,49.0,50,170,189,0.91,2023
359,578,denver,Big East,15,174,100,274,531,330,15,421,243,86,61.0,32,152,128,0.874,2023
360,137,detroit mercy,ASUN,13,112,50,162,486,261,15,341,202,102,37.0,57,204,184,0.836,2023
361,561,drexel,CAA,14,173,97,270,543,330,15,441,254,103,56.0,45,164,165,0.86,2023
362,850,duke,ACC,19,282,146,428,867,549,22,677,290,156,61.0,62,207,211,0.9,2023
363,88,fairfield,CAA,14,168,87,255,564,339,11,461,236,131,46.0,52,178,162,0.864,2023
364,224,georgetown,Big East,17,252,144,396,754,480,17,657,243,146,56.0,46,189,176,0.916,2023
365,462,hampton,CAA,14,104,52,156,416,246,15,424,331,136,46.0,49,235,171,0.755,2023
366,355,hartford,DI Independent,6,91,59,150,292,191,11,217,94,69,74.0,25,21,59,0.864,2023
367,531,harvard,Ivy League,12,150,88,238,553,324,20,427,182,126,45.0,27,161,136,0.891,2023
368,190,high point,Atlantic 10,17,240,150,390,788,455,16,595,300,168,55.0,68,222,178,0.85,2023
369,571,hobart,Atlantic 10,13,172,82,254,576,322,23,363,185,78,51.0,52,187,156,0.845,2023
370,678,hofstra,CAA,14,145,83,228,581,307,17,423,233,105,58.0,53,149,156,0.875,2023
371,14,holy cross,Patriot,14,123,64,187,463,277,11,401,281,86,43.0,52,221,216,0.792,2023
372,849,jacksonville,ASUN,16,231,135,366,733,466,12,569,261,191,54.0,51,164,195,0.877,2023
373,785,johns hopkins,Big Ten,18,226,134,360,687,439,15,575,288,135,50.0,45,199,209,0.882,2023
374,649,lafayette,Patriot,16,178,99,277,598,358,25,451,243,106,45.0,41,205,182,0.861,2023
375,943,lehigh,Patriot,15,206,132,338,603,396,24,560,282,145,64.0,72,173,178,0.824,2023
376,739,lindenwood,ASUN,12,113,51,164,452,257,16,380,240,111,44.0,34,176,161,0.737,2023
377,899,liu,MAAC,14,150,67,217,564,314,15,423,232,103,46.0,57,169,162,0.875,2023
378,527,loyola maryland,Patriot,17,185,116,301,654,393,19,536,252,167,41.0,44,199,225,0.872,2023
379,551,manhattan,MAAC,15,142,84,226,562,306,17,398,234,101,53.0,42,120,161,0.919,2023
380,720,marist,MAAC,18,242,132,374,742,450,24,594,270,140,49.0,71,230,212,0.842,2023
381,686,marquette,Big East,14,186,88,274,547,341,22,419,226,92,52.0,33,175,154,0.809,2023
382,98,maryland,Big Ten,16,196,119,315,669,399,17,550,249,124,60.0,41,175,168,0.93,2023
383,782,massachusetts,Atlantic 10,14,141,77,218,530,317,14,417,232,113,56.0,46,132,193,0.815,2023
384,71,mercer,ASUN,16,169,102,271,632,367,26,486,279,120,60.0,66,215,166,0.852,2023
385,128,merrimack,America East,14,147,81,228,492,293,16,418,257,125,41.0,61,157,183,0.866,2023
386,77,michigan,Big Ten,17,230,130,360,684,440,16,534,255,98,60.0,40,215,189,0.871,2023
387,53,monmouth,CAA,14,129,70,199,513,293,14,438,221,96,56.0,46,168,149,0.853,2023
388,291,mount st marys,MAAC,16,172,101,273,668,365,12,561,285,155,62.0,54,193,155,0.88,2023
389,257,navy,Patriot,16,164,100,264,727,385,10,521,255,115,58.0,28,167,180,0.868,2023
390,55,njit,America East,13,136,71,207,481,287,18,363,265,93,50.0,49,170,192,0.853,2023
391,591,north carolina,ACC,14,205,124,329,622,389,12,488,221,132,50.0,65,153,144,0.863,2023
392,555,notre dame,ACC,16,248,133,381,726,438,22,561,207,155,47.0,40,155,210,0.894,2023
393,889,ohio st,Big Ten,14,158,77,235,510,293,16,404,216,84,46.0,51,182,150,0.904,2023
394,176,penn,Ivy League,13,154,98,252,513,309,9,361,199,76,46.0,53,146,178,0.884,2023
395,285,penn st,Big Ten,16,216,129,345,630,393,24,513,270,116,46.0,50,176,227,0.862,2023
396,502,princeton,Ivy League,15,211,130,341,704,424,21,497,197,126,47.0,62,166,223,0.87,2023
397,358,providence,Big East,15,164,94,258,539,334,17,383,250,80,40.0,39,214,207,0.82,2023
398,461,queens ,ASUN,14,117,70,187,437,266,15,394,285,124,39.0,55,224,188,0.782,2023
399,477,quinnipiac,MAAC,14,183,112,295,602,351,28,404,224,75,54.0,74,203,181,0.84,2023
400,583,richmond,Atlantic 10,16,206,120,326,651,387,22,491,248,152,49.0,51,180,185,0.899,2023
401,45,robert morris,ASUN,16,186,118,304,631,381,22,527,274,118,54.0,73,188,207,0.864,2023
402,439,rutgers,Big Ten,14,173,90,263,641,382,12,451,167,117,53.0,40,151,155,0.892,2023
403,605,sacred heart,MAAC,15,155,85,240,515,296,9,386,265,85,46.0,39,176,200,0.818,2023
404,982,saint josephs,Atlantic 10,15,217,91,308,669,404,22,486,234,105,63.0,55,163,133,0.888,2023
405,107,siena,MAAC,16,179,109,288,700,397,22,502,217,160,45.0,50,179,181,0.918,2023
406,335,st bonaventure,Atlantic 10,14,108,56,164,469,273,7,371,249,93,47.0,62,219,174,0.748,2023
407,637,st johns ,Big East,14,130,71,201,520,270,13,347,266,128,27.0,36,216,204,0.849,2023
408,85,stony brook,CAA,16,209,111,320,691,396,19,507,239,105,48.0,81,184,198,0.853,2023
409,30,syracuse,ACC,15,215,130,345,640,398,39,419,186,127,42.0,66,182,215,0.89,2023
410,142,towson,CAA,15,179,105,284,635,340,12,508,262,131,55.0,44,157,167,0.891,2023
411,253,ualbany,America East,16,171,93,264,677,377,21,498,260,144,47.0,41,188,153,0.901,2023
412,912,umass lowell,America East,13,103,50,153,352,226,13,317,237,72,35.0,34,205,195,0.818,2023
413,399,umbc,America East,13,154,69,223,548,321,9,362,192,110,46.0,24,125,130,0.868,2023
414,574,utah,ASUN,17,274,144,418,901,519,14,633,240,141,55.0,53,214,208,0.909,2023
415,313,vermont,America East,14,157,98,255,585,360,12,441,241,116,61.0,49,144,165,0.875,2023
416,432,villanova,Big East,15,194,110,304,673,400,23,493,228,133,54.0,54,163,153,0.886,2023
417,978,virginia,ACC,17,293,195,488,769,489,22,674,258,150,55.0,66,206,222,0.908,2023
418,197,vmi,MAAC,15,155,83,238,583,329,15,434,258,115,50.0,42,200,209,0.866,2023
